0	-0.970004	0.243088	0	0.970004	-0.243088	0	0	0	0	0.001	-0.969538	0.24352	0	0.97047	-0.242655	0	-0.000932408	-0.000864731	0	-1.28714	2.37684e-12
0.002	-0.96907	0.243952	0	0.970934	-0.242222	0	-0.00186482	-0.00172946	0	-1.28714	5.37299e-12
0.003	-0.9686	0.244383	0	0.971398	-0.241789	0	-0.00279724	-0.00259418	0	-1.28714	8.36862e-12
0.004	-0.96813	0.244815	0	0.971859	-0.241356	0	-0.00372966	-0.00345888	0	-1.28714	1.13646e-11
0.005	-0.967658	0.245245	0	0.97232	-0.240922	0	-0.0046621	-0.00432357	0	-1.28714	1.43601e-11
0.006	-0.967185	0.245676	0	0.97278	-0.240488	0	-0.00559456	-0.00518824	0	-1.28714	1.73555e-11
0.007	-0.966711	0.246106	0	0.973238	-0.240054	0	-0.00652704	-0.00605289	0	-1.28714	2.03508e-11
0.008	-0.966236	0.246537	0	0.973695	-0.239619	0	-0.00745954	-0.0069175	0	-1.28714	2.33463e-11
0.009	-0.965759	0.246966	0	0.974151	-0.239184	0	-0.00839206	-0.00778208	0	-1.28714	2.6341e-11
0.01	-0.965281	0.247396	0	0.974606	-0.238749	0	-0.00932462	-0.00864663	0	-1.28714	2.9336e-11
0.011	-0.964802	0.247825	0	0.97506	-0.238314	0	-0.0102572	-0.00951113	0	-1.28714	3.23308e-11
0.012	-0.964322	0.248253	0	0.975512	-0.237878	0	-0.0111898	-0.0103756	0	-1.28714	3.53248e-11
0.013	-0.963841	0.248682	0	0.975963	-0.237442	0	-0.0121225	-0.01124	0	-1.28714	3.83193e-11
0.014	-0.963358	0.24911	0	0.976413	-0.237006	0	-0.0130552	-0.0121044	0	-1.28714	4.13133e-11
0.015	-0.962874	0.249538	0	0.976862	-0.236569	0	-0.0139879	-0.0129687	0	-1.28714	4.43071e-11
0.016	-0.962389	0.249965	0	0.97731	-0.236132	0	-0.0149207	-0.0138329	0	-1.28714	4.73003e-11
